name,discipline,link
NOC:Introduction To Environmental Economics,Humanities And Social Sciences,https://nptel.ac.in/courses/109107171
NOC:Effective Writing,Humanities And Social Sciences,https://nptel.ac.in/courses/109107172
NOC:Indian Poetry In English,Humanities And Social Sciences,https://nptel.ac.in/courses/109107189
NOC:Exploring Survey Data On Health Care,Humanities And Social Sciences,https://nptel.ac.in/courses/109107190
NOC:Contextualizing Gender,Humanities And Social Sciences,https://nptel.ac.in/courses/109107191
NOC:Narrative Mode And Fiction,Humanities And Social Sciences,https://nptel.ac.in/courses/109107198
NOC:Group Dynamics,Humanities And Social Sciences,https://nptel.ac.in/courses/109107199
Online Communication In The Digital Age,Humanities And Social Sciences,https://nptel.ac.in/courses/109107394
"Energy Resources, Economics, And Sustainability",Humanities And Social Sciences,https://nptel.ac.in/courses/109107397
Cognitive Ergonomics,Humanities And Social Sciences,https://nptel.ac.in/courses/109107399
Contemporary Indian Philosophy,Humanities And Social Sciences,https://nptel.ac.in/courses/109101002
Contemporary Issues In Philosophy Of Mind & Cognition,Humanities And Social Sciences,https://nptel.ac.in/courses/109101003
Contemporary Issues In Philosophy Of Mind & Cognition,Humanities And Social Sciences,https://nptel.ac.in/courses/109101004
Health Psychology,Humanities And Social Sciences,https://nptel.ac.in/courses/109101007
Social Cognition,Humanities And Social Sciences,https://nptel.ac.in/courses/109101015
Understanding Creativity And Creative Writing,Humanities And Social Sciences,https://nptel.ac.in/courses/109101017
NOC: सन्धि Sandhi In Paninian Grammar,Humanities And Social Sciences,https://nptel.ac.in/courses/109101195
NOC:समास Samāsa In PāṇInian Grammar- II,Humanities And Social Sciences,https://nptel.ac.in/courses/109101203
"NOC:Text, Texuality And Digital Media",Humanities And Social Sciences,https://nptel.ac.in/courses/109102156
NOC:Positive Psychology,Humanities And Social Sciences,https://nptel.ac.in/courses/109102157
Cultural Studies,Humanities And Social Sciences,https://nptel.ac.in/courses/109103018
Cultural Studies,Humanities And Social Sciences,https://nptel.ac.in/courses/109103019
English Language And Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109103020
Game Theory And Economics,Humanities And Social Sciences,https://nptel.ac.in/courses/109103021
Indian Society - Issues And Problems,Humanities And Social Sciences,https://nptel.ac.in/courses/109103022
Introduction To Sociology,Humanities And Social Sciences,https://nptel.ac.in/courses/109103023
"Science, Technology And Society",Humanities And Social Sciences,https://nptel.ac.in/courses/109103024
NOC:Digital Human Modeling And Simulation For Virtual Ergonomics Evaluation,Humanities And Social Sciences,https://nptel.ac.in/courses/109103101
"NOC:Science, Technology And Society",Humanities And Social Sciences,https://nptel.ac.in/courses/109103121
NOC:Gender And Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109103122
NOC:Ecology And Society,Humanities And Social Sciences,https://nptel.ac.in/courses/109103123
NOC:Consumer Psychology,Humanities And Social Sciences,https://nptel.ac.in/courses/109103136
NOC:The Psychology Of Language,Humanities And Social Sciences,https://nptel.ac.in/courses/109103152
NOC:Development Research Methods,Humanities And Social Sciences,https://nptel.ac.in/courses/109103153
NOC:Indian Business History,Humanities And Social Sciences,https://nptel.ac.in/courses/109103171
NOC:Introduction To Western Political Thought,Humanities And Social Sciences,https://nptel.ac.in/courses/109103176
NOC:Sociology Of Development,Humanities And Social Sciences,https://nptel.ac.in/courses/109103185
NOC:Environment And Development,Humanities And Social Sciences,https://nptel.ac.in/courses/109103186
NOC:Introduction To Market Structures,Humanities And Social Sciences,https://nptel.ac.in/courses/109103187
NOC:Mathematics For Economics - I,Humanities And Social Sciences,https://nptel.ac.in/courses/109103188
Biological Bases Of Behavior,Humanities And Social Sciences,https://nptel.ac.in/courses/109104029
Communication Skills,Humanities And Social Sciences,https://nptel.ac.in/courses/109104030
Communication Skills,Humanities And Social Sciences,https://nptel.ac.in/courses/109104031
Ethics,Humanities And Social Sciences,https://nptel.ac.in/courses/109104032
Game Theory For Economists,Humanities And Social Sciences,https://nptel.ac.in/courses/109104034
International Economics,Humanities And Social Sciences,https://nptel.ac.in/courses/109104035
Introduction To Logic,Humanities And Social Sciences,https://nptel.ac.in/courses/109104040
Population And Society,Humanities And Social Sciences,https://nptel.ac.in/courses/109104044
Population And Society,Humanities And Social Sciences,https://nptel.ac.in/courses/109104045
Rural And Urban Sociology,Humanities And Social Sciences,https://nptel.ac.in/courses/109104047
Social Psychology,Humanities And Social Sciences,https://nptel.ac.in/courses/109104048
Translation Studies And Theory,Humanities And Social Sciences,https://nptel.ac.in/courses/109104050
Exploring Human Values: Visions Of Happiness And Perfect Society,Humanities And Social Sciences,https://nptel.ac.in/courses/109104068
Psychology Of Adjustment,Humanities And Social Sciences,https://nptel.ac.in/courses/109104070
Public Economics,Humanities And Social Sciences,https://nptel.ac.in/courses/109104071
History Of Modern Economic Thought,Humanities And Social Sciences,https://nptel.ac.in/courses/109104072
Introduction To Sociology,Humanities And Social Sciences,https://nptel.ac.in/courses/109104074
Money & Banking,Humanities And Social Sciences,https://nptel.ac.in/courses/109104076
Human Adjustment Processes,Humanities And Social Sciences,https://nptel.ac.in/courses/109104081
Selected Topics In Psychology,Humanities And Social Sciences,https://nptel.ac.in/courses/109104082
NOC:Elements Of Visual Representation,Humanities And Social Sciences,https://nptel.ac.in/courses/109104088
NOC:Practical English: Learning And Teaching(Course Sponsored By Aricent),Humanities And Social Sciences,https://nptel.ac.in/courses/109104090
NOC:Brief Introduction To Psychology,Humanities And Social Sciences,https://nptel.ac.in/courses/109104093
NOC:Introduction To Indian Art - An Appreciation,Humanities And Social Sciences,https://nptel.ac.in/courses/109104102
NOC:Basic Concepts Of Modal Logic,Humanities And Social Sciences,https://nptel.ac.in/courses/109104103
NOC:Probability And Stochastic For Finance II,Humanities And Social Sciences,https://nptel.ac.in/courses/109104104
NOC:Folk And Minor Art In India,Humanities And Social Sciences,https://nptel.ac.in/courses/109104106
NOC:Developing Soft Skills And Personality,Humanities And Social Sciences,https://nptel.ac.in/courses/109104107
NOC:Understanding Design Thinking & People Centred Design,Humanities And Social Sciences,https://nptel.ac.in/courses/109104109
NOC:Postcolonial Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109104116
NOC:Introducing Modern Western Art: Movements And Artists,Humanities And Social Sciences,https://nptel.ac.in/courses/109104117
"NOC:Cognition, Transformation And Lives",Humanities And Social Sciences,https://nptel.ac.in/courses/109104121
NOC:Visual Perception And Art: A Survey Across The Cultures,Humanities And Social Sciences,https://nptel.ac.in/courses/109104122
NOC:Introduction To Basic Cognitive Processes,Humanities And Social Sciences,https://nptel.ac.in/courses/109104123
NOC:Calculus Of One Real Variable,Humanities And Social Sciences,https://nptel.ac.in/courses/109104124
NOC:Introduction To Advanced Cognitive Processes,Humanities And Social Sciences,https://nptel.ac.in/courses/109104126
NOC:Introduction To Literary Theory,Humanities And Social Sciences,https://nptel.ac.in/courses/109104135
NOC:Introduction To The Pyschology Of Language,Humanities And Social Sciences,https://nptel.ac.in/courses/109104143
NOC:Population Studies,Humanities And Social Sciences,https://nptel.ac.in/courses/109104150
NOC:Psychology Of Everyday,Humanities And Social Sciences,https://nptel.ac.in/courses/109104151
NOC:Introduction To Brain & Behaviour,Humanities And Social Sciences,https://nptel.ac.in/courses/109104171
NOC:Modern Indian Art From The Colonial Period To The Present,Humanities And Social Sciences,https://nptel.ac.in/courses/109104176
NOC: Introduction To Japanese Language And Culture,Humanities And Social Sciences,https://nptel.ac.in/courses/109104181
NOC:Introduction To Japanese Language And Culture - II,Humanities And Social Sciences,https://nptel.ac.in/courses/109104195
"NOC:Indian Art: Materials, Techniques And Artistic Practices",Humanities And Social Sciences,https://nptel.ac.in/courses/109104196
NOC: प्रमुख हिंदी कहानियां और भारतीय समाज,Humanities And Social Sciences,https://nptel.ac.in/courses/109104197
NOC:Computer Aided Decision Systems - Industrial Practices Using Big Analytics,Humanities And Social Sciences,https://nptel.ac.in/courses/109104198
NOC:Introductory Rural Sociology: Continuity And Change,Humanities And Social Sciences,https://nptel.ac.in/courses/109104203
NOC:Threads Of Visual Exploration: Textiles And Allied Practices,Humanities And Social Sciences,https://nptel.ac.in/courses/109104204
NOC:Moral Thinking: An Introduction To Values And Ethics,Humanities And Social Sciences,https://nptel.ac.in/courses/109104206
NOC:Symbolic Logic,Humanities And Social Sciences,https://nptel.ac.in/courses/109105111
NOC:Globalization And Culture,Humanities And Social Sciences,https://nptel.ac.in/courses/109105113
NOC:Human Resource Development,Humanities And Social Sciences,https://nptel.ac.in/courses/109105121
NOC:Educational Leadership,Humanities And Social Sciences,https://nptel.ac.in/courses/109105122
NOC:Introduction To Basic Spoken Sanskrit,Humanities And Social Sciences,https://nptel.ac.in/courses/109105135
"NOC:Water, Society And Sustainability",Humanities And Social Sciences,https://nptel.ac.in/courses/109105136
NOC:Employment Communication A Lab Based Course,Humanities And Social Sciences,https://nptel.ac.in/courses/109105144
NOC:Intermediate Level Of Spoken Sanskrit,Humanities And Social Sciences,https://nptel.ac.in/courses/109105169
NOC:Entrepreneurship And IP Strategy,Humanities And Social Sciences,https://nptel.ac.in/courses/109105176
NOC:Urbanization And Environment,Humanities And Social Sciences,https://nptel.ac.in/courses/109105185
NOC:The World Of Apu,Humanities And Social Sciences,https://nptel.ac.in/courses/109105193
NOC:Sociology And Resource Management,Humanities And Social Sciences,https://nptel.ac.in/courses/109105195
NOC:Urban Sociology,Humanities And Social Sciences,https://nptel.ac.in/courses/109105196
NOC:Management Of Fixed Income Securities,Humanities And Social Sciences,https://nptel.ac.in/courses/109105197
NOC:Environmental Science,Humanities And Social Sciences,https://nptel.ac.in/courses/109105203
NOC:Psychology Of Learning,Humanities And Social Sciences,https://nptel.ac.in/courses/109105204
NOC:Introduction To Language And Linguistics,Humanities And Social Sciences,https://nptel.ac.in/courses/109105205
Aspects Of Western Philosophy,Humanities And Social Sciences,https://nptel.ac.in/courses/109106051
Aspects Of Western Philosophy,Humanities And Social Sciences,https://nptel.ac.in/courses/109106052
Contemporary Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109106053
Contemporary Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109106054
History Of Economic Theory,Humanities And Social Sciences,https://nptel.ac.in/courses/109106058
NOC:Indian Philosophy,Humanities And Social Sciences,https://nptel.ac.in/courses/109106059
Philosophy Of Language,Humanities And Social Sciences,https://nptel.ac.in/courses/109106063
Technical English,Humanities And Social Sciences,https://nptel.ac.in/courses/109106066
NOC:Better Spoken English,Humanities And Social Sciences,https://nptel.ac.in/courses/109106067
Reading Poetry,Humanities And Social Sciences,https://nptel.ac.in/courses/109106075
Introduction To Film Studies,Humanities And Social Sciences,https://nptel.ac.in/courses/109106078
Introduction To Film Studies,Humanities And Social Sciences,https://nptel.ac.in/courses/109106079
Introduction To Modern Linguistics,Humanities And Social Sciences,https://nptel.ac.in/courses/109106080
Principles And Parameters In Natural Language,Humanities And Social Sciences,https://nptel.ac.in/courses/109106083
NOC: Film Appreciation,Humanities And Social Sciences,https://nptel.ac.in/courses/109106086
NOC:Appreciating Carnatic Music,Humanities And Social Sciences,https://nptel.ac.in/courses/109106087
NOC:Language And Society,Humanities And Social Sciences,https://nptel.ac.in/courses/109106091
NOC:Issues In Bioethics,Humanities And Social Sciences,https://nptel.ac.in/courses/109106092
NOC:Technical English For Engineers(Course Sponsored By Aricent),Humanities And Social Sciences,https://nptel.ac.in/courses/109106094
NOC:American Literature & Culture,Humanities And Social Sciences,https://nptel.ac.in/courses/109106099
NOC:Economics Of IPR,Humanities And Social Sciences,https://nptel.ac.in/courses/109106100
NOC:Applied Linguistics,Humanities And Social Sciences,https://nptel.ac.in/courses/109106114
NOC:Ethics,Humanities And Social Sciences,https://nptel.ac.in/courses/109106117
NOC:The Renaissance And Shakespeare,Humanities And Social Sciences,https://nptel.ac.in/courses/109106120
NOC:Literature For Competitive Exams,Humanities And Social Sciences,https://nptel.ac.in/courses/109106122
NOC:History Of English Language And Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109106124
NOC:Business English Communication,Humanities And Social Sciences,https://nptel.ac.in/courses/109106129
NOC:Postmodernism In Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109106130
NOC:Indian Fiction In English,Humanities And Social Sciences,https://nptel.ac.in/courses/109106135
NOC:Short Fiction In Indian Literature,Humanities And Social Sciences,https://nptel.ac.in/courses/109106138
NOC:Feminist Writings,Humanities And Social Sciences,https://nptel.ac.in/courses/109106146
NOC:Managing Intellectual Property In Universities,Humanities And Social Sciences,https://nptel.ac.in/courses/109106148
NOC:Appreciating Linguistics: A Typological Approach,Humanities And Social Sciences,https://nptel.ac.in/courses/109106159
NOC:Inclusion And Technology Design,Humanities And Social Sciences,https://nptel.ac.in/courses/109106160
NOC:Energy Economics And Policy,Humanities And Social Sciences,https://nptel.ac.in/courses/109106161
NOC:The Victorian Gothic Short Story,Humanities And Social Sciences,https://nptel.ac.in/courses/109106163
NOC:Disability Studies: An Introduction,Humanities And Social Sciences,https://nptel.ac.in/courses/109106168
Introduction To Film Studies,Humanities And Social Sciences,https://nptel.ac.in/courses/109106170
"NOC:Introduction To Political Ideologies : Contexts, Ideas, And Practices",Humanities And Social Sciences,https://nptel.ac.in/courses/109106174
NOC:Poetry,Humanities And Social Sciences,https://nptel.ac.in/courses/109106176
NOC:The Popular Gothic Novel,Humanities And Social Sciences,https://nptel.ac.in/courses/109106177
NOC:Classical Sociological Theory,Humanities And Social Sciences,https://nptel.ac.in/courses/109106180
NOC:Towards An Ethical Digital Society: From Theory To Practice,Humanities And Social Sciences,https://nptel.ac.in/courses/109106184
NOC:Literary And Cultural Disability Studies: An Exploration,Humanities And Social Sciences,https://nptel.ac.in/courses/109106185
NOC:Twentieth Century American Drama,Humanities And Social Sciences,https://nptel.ac.in/courses/109106187
NOC:Fundamental Concepts In Sociolinguistics,Humanities And Social Sciences,https://nptel.ac.in/courses/109106188
NOC:An Introduction To Indian Literary Theory,Humanities And Social Sciences,https://nptel.ac.in/courses/109106195
NOC:Social History Of Medicine In Colonial India,Humanities And Social Sciences,https://nptel.ac.in/courses/109106203
NOC:Indian Society: Sociological Perspectives,Humanities And Social Sciences,https://nptel.ac.in/courses/109106204
NOC:Time Value Of Money-Concepts And Calculations,Humanities And Social Sciences,https://nptel.ac.in/courses/109107115
"NOC:Depreciation, Alternate Investment And Profitability Analysis",Humanities And Social Sciences,https://nptel.ac.in/courses/109107119
NOC:Soft Skills,Humanities And Social Sciences,https://nptel.ac.in/courses/109107121
NOC:Sociology Of Science,Humanities And Social Sciences,https://nptel.ac.in/courses/109107131
NOC:Perspectives On Neurolinguistic,Humanities And Social Sciences,https://nptel.ac.in/courses/109107132
"NOC:Literature, Culture And Media",Humanities And Social Sciences,https://nptel.ac.in/courses/109107139
NOC:Body Language: Key To Professional Success,Humanities And Social Sciences,https://nptel.ac.in/courses/109107154
NOC:Interpersonal Skills,Humanities And Social Sciences,https://nptel.ac.in/courses/109107155
NOC:International Trade - Theory And Empirics,Humanities And Social Sciences,https://nptel.ac.in/courses/109107173
NOC:Handling Large_Scale Unit Level Data Using STATA,Humanities And Social Sciences,https://nptel.ac.in/courses/109107182
NOC:Public Speaking,Humanities And Social Sciences,https://nptel.ac.in/courses/109107195
NOC:Partition Of India In Print Media And Cinema,Humanities And Social Sciences,https://nptel.ac.in/courses/109107196
NOC:Countering Stage Fright,Humanities And Social Sciences,https://nptel.ac.in/courses/109107203
NOC:Advance Course In Social Psychology,Humanities And Social Sciences,https://nptel.ac.in/courses/109107204
NOC:Performative Gender And Religions In South Asia,Humanities And Social Sciences,https://nptel.ac.in/courses/109107205
NOC:Artistic Exploration In Scientific Research And Technology,Humanities And Social Sciences,https://nptel.ac.in/courses/109108158
NOC:Introduction To Stochastic Processes,Management,https://nptel.ac.in/courses/110101141
NOC:Introduction To System Dynamics Modeling,Management,https://nptel.ac.in/courses/110101142
NOC:Quality Control And Improvement With MINITAB,Management,https://nptel.ac.in/courses/110101150
NOC:Advances In Strategic Human Resource Management (HRM),Management,https://nptel.ac.in/courses/110101164
NOC:Yoga And Positive Psychology For Managing Career And Life,Management,https://nptel.ac.in/courses/110101165
Supply Chain Digitization,Management,https://nptel.ac.in/courses/110101436
Business Forecasting,Management,https://nptel.ac.in/courses/110101438
Business Fundamentals For Entrepreneurs (Part 2: External Operation),Management,https://nptel.ac.in/courses/110101439
NOC:Economic Growth And Development,Management,https://nptel.ac.in/courses/110103093
Organizational Behaviour: Individual Dynamics In Organization,Management,https://nptel.ac.in/courses/110103433
NOC:Marketing Management - II,Management,https://nptel.ac.in/courses/110104070
NOC:Systems Engineering: Theory & Practice,Management,https://nptel.ac.in/courses/110104074
NOC:Management Of New Products And Services,Management,https://nptel.ac.in/courses/110104084
NOC:Data Analysis And Decision Making - I,Management,https://nptel.ac.in/courses/110104094
NOC:Simulation Of Business Systems: An Applied Approach,Management,https://nptel.ac.in/courses/110104096
NOC:Management Of Field Sales,Management,https://nptel.ac.in/courses/110104117
NOC:Artificial Intelligence (AI) For Investments,Management,https://nptel.ac.in/courses/110104164
Advanced Financial Instruments For Sustainable Business And Decentralized Markets,Management,https://nptel.ac.in/courses/110104437
Multivariate Procedures With R,Management,https://nptel.ac.in/courses/110104440
NOC:Consumer Behaviour,Management,https://nptel.ac.in/courses/110105074
NOC:Foundation Course In Managerial Economics,Management,https://nptel.ac.in/courses/110105075
NOC:E-Business,Management,https://nptel.ac.in/courses/110105083
NOC:Quality Design And Control,Management,https://nptel.ac.in/courses/110105088
NOC:Business Analytics For Management Decision,Management,https://nptel.ac.in/courses/110105089
NOC:Management Of Inventory Systems,Management,https://nptel.ac.in/courses/110105095
NOC:Ethics In Engineering Practice,Management,https://nptel.ac.in/courses/110105097
NOC:Managing Change In Organizations,Management,https://nptel.ac.in/courses/110105120
NOC:Financial Institutions And Markets,Management,https://nptel.ac.in/courses/110105121
NOC:Sales And Distribution Management,Management,https://nptel.ac.in/courses/110105122
NOC:Six Sigma,Management,https://nptel.ac.in/courses/110105123
NOC:Modelling And Analytics For Supply Chain Management,Management,https://nptel.ac.in/courses/110105141
NOC:Marketing Analytics,Management,https://nptel.ac.in/courses/110105142
NOC:Behavioral And Personal Finance,Management,https://nptel.ac.in/courses/110105144
NOC:International Marketing,Management,https://nptel.ac.in/courses/110105157
NOC:Retail Management,Management,https://nptel.ac.in/courses/110105158
NOC:Business Law For Managers,Management,https://nptel.ac.in/courses/110105159
NOC:Safety And Risk Analytics,Management,https://nptel.ac.in/courses/110105160
NOC:Organizational Design Change And Transformation,Management,https://nptel.ac.in/courses/110105164
"NOC:Mergers, Acquisitions And Corporate Restructuring",Management,https://nptel.ac.in/courses/110105165
NOC:Invest Management,Management,https://nptel.ac.in/courses/110105166
NOC:Introduction To Operations Research,Management,https://nptel.ac.in/courses/110106062
NOC:Patent Law For Engineers And Scientists,Management,https://nptel.ac.in/courses/110106081
NOC:Design Thinking - A Primer,Management,https://nptel.ac.in/courses/110106124
NOC:Financial Accounting - IITMandi,Management,https://nptel.ac.in/courses/110106147
NOC:Technology Forecasting For Strategic Decision Making _ An Introduction,Management,https://nptel.ac.in/courses/110106150
NOC:Leadership For India Inc: Practical Concepts And Constructs,Management,https://nptel.ac.in/courses/110106151
NOC:Business Development: From Start To Scale,Management,https://nptel.ac.in/courses/110106164
NOC:Applied Econometrics,Management,https://nptel.ac.in/courses/110106165
Foundations Of Accounting & Finance,Management,https://nptel.ac.in/courses/110106368
Strategic Sourcing,Management,https://nptel.ac.in/courses/110106435
NOC:Financial Statement Analysis And Reporting,Management,https://nptel.ac.in/courses/110107073
NOC:Supply Chain Analytics,Management,https://nptel.ac.in/courses/110107074
NOC:Business Analytics And Data Mining Modeling Using R,Management,https://nptel.ac.in/courses/110107092
NOC:Global Marketing Management,Management,https://nptel.ac.in/courses/110107112
NOC:Marketing Research And Analysis-II,Management,https://nptel.ac.in/courses/110107113
NOC:Business Statistics,Management,https://nptel.ac.in/courses/110107114
NOC:MCDM Techniques Using R,Management,https://nptel.ac.in/courses/110107115
NOC:Financial Derivatives & Risk Management,Management,https://nptel.ac.in/courses/110107128
NOC:Production And Operation Management,Management,https://nptel.ac.in/courses/110107141
NOC:Financial Management For Managers,Management,https://nptel.ac.in/courses/110107144
NOC:International Business,Management,https://nptel.ac.in/courses/110107145
NOC:Principles Of Management,Management,https://nptel.ac.in/courses/110107150
NOC:Talent Acquisition And Management,Management,https://nptel.ac.in/courses/110107152
NOC:Integrated Marketing Communication,Management,https://nptel.ac.in/courses/110107158
NOC:Leadership And Team Effectiveness,Management,https://nptel.ac.in/courses/110107159
Project Management,Management,https://nptel.ac.in/courses/110107430
AI In Marketing,Management,https://nptel.ac.in/courses/110107431
Innovation In Marketing And Marketing Of Innovation,Management,https://nptel.ac.in/courses/110107432
Strategic Services Marketing,Management,https://nptel.ac.in/courses/110107434
NOC:Integrated Marketing Management,Management,https://nptel.ac.in/courses/110108141
Managerial Accounting,Management,https://nptel.ac.in/courses/110101003
Managerial Accounting,Management,https://nptel.ac.in/courses/110101004
Managerial Economics,Management,https://nptel.ac.in/courses/110101005
Quality Management,Management,https://nptel.ac.in/courses/110101010
NOC:Financial Accounting,Management,https://nptel.ac.in/courses/110101131
NOC:Cost Accounting,Management,https://nptel.ac.in/courses/110101132
NOC:Organization Development And Change In 21st Century,Management,https://nptel.ac.in/courses/110101146
NOC:Managerial Economics,Management,https://nptel.ac.in/courses/110101149
NOC:Business And Sustainable Development,Management,https://nptel.ac.in/courses/110101153
NOC:Business Fundamentals For Entrepreneurs (Part 1: Internal Operation),Management,https://nptel.ac.in/courses/110101167
Organisation Management,Management,https://nptel.ac.in/courses/110102016
Organisation Of Engineering Systems And Human Resources Management,Management,https://nptel.ac.in/courses/110102058
Introduction To Stochastic Processes And Its Applications,Management,https://nptel.ac.in/courses/110104024
Strategic Marketing - Contemporary Issues,Management,https://nptel.ac.in/courses/110104055
NOC:Strategy: An Introduction To Game Theory,Management,https://nptel.ac.in/courses/110104063
NOC:Managing Services(Course Sponsored By Aricent),Management,https://nptel.ac.in/courses/110104065
NOC:Quantitative Finance,Management,https://nptel.ac.in/courses/110104066
NOC:Marketing Management-I,Management,https://nptel.ac.in/courses/110104068
NOC:Project Management,Management,https://nptel.ac.in/courses/110104073
NOC:Total Quality Management - I,Management,https://nptel.ac.in/courses/110104080
NOC:Total Quality Management - II,Management,https://nptel.ac.in/courses/110104085
"NOC:Practitioners Course In Descriptive, Predictive And Prescriptive Analytics",Management,https://nptel.ac.in/courses/110104086
NOC:Microeconomics: Theory & Applications,Management,https://nptel.ac.in/courses/110104093
NOC:Economics Of Health And Health Care,Management,https://nptel.ac.in/courses/110104095
NOC:Data Analysis & Decision Making - II,Management,https://nptel.ac.in/courses/110104118
NOC:Advanced Green Manufacturing Systems,Management,https://nptel.ac.in/courses/110104119
NOC:Data Analysis & Decision Making - III,Management,https://nptel.ac.in/courses/110104125
NOC:Brand Management,Management,https://nptel.ac.in/courses/110104167
NOC:Advanced Business Decision Support Systems,Management,https://nptel.ac.in/courses/110104168
NOC:Advanced Algorithmic Trading And Portfolio Management,Management,https://nptel.ac.in/courses/110104169
Consumer Behaviour,Management,https://nptel.ac.in/courses/110105029
Econometric Modelling,Management,https://nptel.ac.in/courses/110105030
International Finance,Management,https://nptel.ac.in/courses/110105031
Organizational Behaviour,Management,https://nptel.ac.in/courses/110105033
Organizational Behaviour,Management,https://nptel.ac.in/courses/110105034
Security Analysis And Portfolio Management,Management,https://nptel.ac.in/courses/110105035
Security Analysis And Portfolio Management,Management,https://nptel.ac.in/courses/110105036
Services Marketing,Management,https://nptel.ac.in/courses/110105038
Six Sigma,Management,https://nptel.ac.in/courses/110105039
International Business Communication,Management,https://nptel.ac.in/courses/110105051
International Business Communication,Management,https://nptel.ac.in/courses/110105052
Econometric Modelling,Management,https://nptel.ac.in/courses/110105053
Consumer Behaviour,Management,https://nptel.ac.in/courses/110105054
International Finance,Management,https://nptel.ac.in/courses/110105057
Applied Multivariate Statistical Modeling,Management,https://nptel.ac.in/courses/110105060
Economics / Management / Entrepreneurship,Management,https://nptel.ac.in/courses/110105067
NOC:Principles Of Human Resource Management,Management,https://nptel.ac.in/courses/110105069
NOC:Commodity Derivatives And Risk Management,Management,https://nptel.ac.in/courses/110105071
NOC:Strategic Communication For Sustainable Development,Management,https://nptel.ac.in/courses/110105073
NOC:Knowledge Management,Management,https://nptel.ac.in/courses/110105076
NOC:Services Marketing: A Practical Approach,Management,https://nptel.ac.in/courses/110105078
NOC:Business Ethics,Management,https://nptel.ac.in/courses/110105079
NOC:Gender Justice And Workplace Security,Management,https://nptel.ac.in/courses/110105080
NOC:Corporate Social Responsibility,Management,https://nptel.ac.in/courses/110105081
NOC:Decision Modeling,Management,https://nptel.ac.in/courses/110105082
NOC:Design And Analysis Of Experiments,Management,https://nptel.ac.in/courses/110105087
NOC:Soft Skills For Business Negotiations And Marketing Strategies,Management,https://nptel.ac.in/courses/110105090
NOC:Research Writing,Management,https://nptel.ac.in/courses/110105091
NOC:Engineering Econometrics,Management,https://nptel.ac.in/courses/110105093
NOC:Industrial Safety Engineering,Management,https://nptel.ac.in/courses/110105094
NOC:Selected Topics In Decision Modeling,Management,https://nptel.ac.in/courses/110105096
NOC:Performance And Reward Management,Management,https://nptel.ac.in/courses/110105137
NOC:The Ethical Corporation,Management,https://nptel.ac.in/courses/110105138
NOC:Intellectual Property Rights And Competition Law,Management,https://nptel.ac.in/courses/110105139
NOC:Patent Search For Engineers And Lawyers,Management,https://nptel.ac.in/courses/110105140
NOC:Management Of Commercial Banking,Management,https://nptel.ac.in/courses/110105143
NOC:Customer Relationship Management,Management,https://nptel.ac.in/courses/110105145
NOC:Principles Of Management - IITKGP,Management,https://nptel.ac.in/courses/110105146
NOC:Decision Support System For Managers,Management,https://nptel.ac.in/courses/110105147
NOC:Management Information System,Management,https://nptel.ac.in/courses/110105148
NOC:Applied Econometrics,Management,https://nptel.ac.in/courses/110105153
NOC:Organizational Behaviour - II,Management,https://nptel.ac.in/courses/110105154
NOC:Automation In Production Systems And Management,Management,https://nptel.ac.in/courses/110105155
NOC:Corporate Finance,Management,https://nptel.ac.in/courses/110105156
NOC:Strategic Management For Competitive Advantage,Management,https://nptel.ac.in/courses/110105161
NOC:Human Factors Engineering,Management,https://nptel.ac.in/courses/110105162
"NOC:Project Management : Planning, Execution, Evaluation And Control",Management,https://nptel.ac.in/courses/110105167
NOC:Commodity Derivatives & Risk Management,Management,https://nptel.ac.in/courses/110105168
Bank Management,Management,https://nptel.ac.in/courses/110106040
Infrastructure Finance,Management,https://nptel.ac.in/courses/110106043
Manufacturing Systems Management,Management,https://nptel.ac.in/courses/110106044
Operations And Supply Chain Management,Management,https://nptel.ac.in/courses/110106045
Services Operations Management,Management,https://nptel.ac.in/courses/110106046
Business Analysis For Engineers,Management,https://nptel.ac.in/courses/110106050
Operations Research Applications &Ndash; Linear And Integer Programming,Management,https://nptel.ac.in/courses/110106059
NOC:Introduction To Data Analytics(Course Sponsored By Aricent),Management,https://nptel.ac.in/courses/110106064
NOC:Introduction To Data Analytics,Management,https://nptel.ac.in/courses/110106072
NOC:Decision-Making Under Uncertainty,Management,https://nptel.ac.in/courses/110106134
NOC:Decision Making Using Financial Accounting,Management,https://nptel.ac.in/courses/110106135
NOC:Entrepreneurship,Management,https://nptel.ac.in/courses/110106141
NOC:Organizational Behaviour,Management,https://nptel.ac.in/courses/110106145
NOC:The Future Of Manufacturing Business: Role Of Digital Technologies,Management,https://nptel.ac.in/courses/110106146
NOC:Strategy And Technology: A Practical Primer,Management,https://nptel.ac.in/courses/110106157
NOC:Working In Contemporary Teams,Management,https://nptel.ac.in/courses/110106167
NOC:Marketing Research And Analysis,Management,https://nptel.ac.in/courses/110107080
